"Adipose Tissue","Adipose Tissue_meanFrequency","Muscle","Muscle_meanFrequency","Blood Vessel","Blood Vessel_meanFrequency","Heart","Heart_meanFrequency","Uterus","Uterus_meanFrequency","Vagina","Vagina_meanFrequency","Breast","Breast_meanFrequency","Skin","Skin_meanFrequency","Salivary Gland","Salivary Gland_meanFrequency","Brain","Brain_meanFrequency","Adrenal Gland","Adrenal Gland_meanFrequency","Thyroid","Thyroid_meanFrequency","Lung","Lung_meanFrequency","Spleen","Spleen_meanFrequency","Pancreas","Pancreas_meanFrequency","Esophagus","Esophagus_meanFrequency","Stomach","Stomach_meanFrequency","Colon","Colon_meanFrequency","Small Intestine","Small Intestine_meanFrequency","Prostate","Prostate_meanFrequency","Testis","Testis_meanFrequency","Nerve","Nerve_meanFrequency","Blood","Blood_meanFrequency","Pituitary","Pituitary_meanFrequency","Ovary","Ovary_meanFrequency","Liver","Liver_meanFrequency","Kidney","Kidney_meanFrequency","Bladder","Bladder_meanFrequency"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas campestris","48.1382902908277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Teredinibacter purpureus","0.479460969162996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Streptococcus infantarius","1.08942017167382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rheinheimera mangrovi","1.52632263157895"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas euroxanthea","0.428139910514541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terrihabitans soli","1.36012030837004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Streptococcus intermedius","2.80945901287554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizobacter gummiphilus","1.79583473684211"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas euvesicatoria","0.395221812080537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tessaracoccus aquimaris","0.376304317180617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Streptococcus koreensis","7.21757978540773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizobium bangladeshense","0.272702105263158"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas fragariae","0.475429395973154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tessaracoccus defluvii","0.475117533039648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Streptococcus lactarius","7.01740549356223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizobium daejeonense","0.438518947368421"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas hortorum","1.34932299776286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tessaracoccus flavescens","3.59736762114537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Streptococcus lutetiensis","1.76832991416309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizobium oryzihabitans","95.2987789473684"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas hyacinthi","0.212806868008949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tessaracoccus flavus","6.48163484581498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Streptococcus mutans","0.391028712446352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizobium pusense","19.3069973684211"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas hydrangeae","0.406379395973154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tessaracoccus lapidicaptus","0.868974625550661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Streptococcus oralis","114.449149742489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizobium tropici","1.08910263157895"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas prunicola","0.415792841163311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tessaracoccus timonensis","0.35731859030837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Streptococcus parasuis","3.43846806866953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizorhabdus dicambivorans","1.23777894736842"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas theicola","0.358232304250559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tetrapisispora blattae","1.22615740088106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Streptococcus parauberis","0.486548326180258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizorhabdus phycosphaerae","1.34455368421053"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xylophilus rhododendri","1.49831029082774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tetrapisispora phaffii","3.9558081938326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Streptococcus periodonticum","0.727661545064378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizorhabdus wittichii","0.578186842105263"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zygotorulaspora mrakii","1.86694787472036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thauera aromatica","0.808420748898678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Streptococcus pseudopneumoniae","18.6088853218884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhodanobacter denitrificans","0.265070526315789"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zymomonas mobilis","1.46700808501119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thauera chlorobenzoica","0.940596475770925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Streptococcus respiraculi","0.989811030042918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhodococcus aetherivorans","0.168937894736842"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Mycobacterium] stephanolepidis","0.413517852348993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thauera humireducens","0.55884577092511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Streptococcus thermophilus","85.2029555364807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhodococcus erythropolis","8.54016"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Ochrobactrum] quorumnocens","1.25871362416107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thermoanaerobacterium thermosaccharolyticum","2.16394066079295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Streptomyces gilvosporeus","0.761444420600858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhodococcus fascians","4.13328578947368"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Ruminococcus] gnavus","4.4086336689038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thermoleptolyngbya sichuanensis","1.66046484581498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Streptosporangium roseum","0.223688927038627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhodococcus qingshengii","4.49695421052632"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thermomonas aquatica","1.91403533039648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stutzerimonas chloritidismutans","8.23510678111588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhodoferax aquaticus","2.30945473684211"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thermomonas brevis","0.850553392070485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stutzerimonas degradans","8.05776051502146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhodoferax ferrireducens","1.85768157894737"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thermus aquaticus","0.511373127753304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stutzerimonas frequens","12.0071677253219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhodoferax koreense","15.6565842105263"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thermus caldilimi","0.844083171806167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stutzerimonas kunmingensis","20.0828471244635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhodoferax saidenbachensis","3.09246684210526"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thermus parvatiensis","0.605138854625551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stutzerimonas stutzeri","4.4114339055794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhodoferax sediminis","2.47812052631579"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thioalkalivibrio sulfidiphilus","2.29508242290749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subdoligranulum variabile","2.02285918454936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhodomicrobium vannielii","0.272871052631579"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thiomonas intermedia","0.211528281938326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sugiyamaella lignohabitans","12.2859235193133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhodopseudomonas boonkerdii","0.510813157894737"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thiopseudomonas alkaliphila","3.64503365638767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suicoccus acidiformans","0.380471545064378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhodopseudomonas palustris","0.261062105263158"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tistrella mobilis","1.47546026431718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sulfuriferula plumbiphila","0.318384120171674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhodospirillum rubrum","0.105284210526316"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tolumonas auensis","2.44735378854626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sulfurihydrogenibium azorense","0.946959184549356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Richelia sinica","4.51604736842105"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Torulaspora globosa","2.31668343612335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sulfuritortus calidifontis","0.75970313304721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rickettsiella endosymbiont of Dermanyssus gallinae","0.210868947368421"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trichormus variabilis","2.62587823788546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sulfurivermis fontis","0.668400214592275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Riemerella anatipestifer","0.657624736842105"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Truepera radiovictrix","12.1011785462555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tabrizicola piscis","0.467775922746781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodentibacter haemolyticus","0.173134736842105"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tsuneonella dongtanensis","2.10247986784141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Talaromyces rugulosus","28.7990341630901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roseateles depolymerans","1.95610947368421"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turicibacter bilis","2.40062744493392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tannerella forsythia","0.447781716738197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roseburia hominis","0.688522631578947"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undibacterium parvum","1.31409515418502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tardibacter chloracetimidivorans","2.06284630901288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roseburia intestinalis","0.589180526315789"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ustilago maydis","1.06544894273128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tardiphaga robiniae","1.18320557939914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roseitalea porphyridii","0.191793684210526"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vagococcus fluvialis","0.277002026431718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tepidimonas taiwanensis","24.6436740858369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roseococcus microcysteis","0.242616842105263"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Variibacter gotjawalensis","0.431787004405286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Teredinibacter purpureus","0.832269957081545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roseomonas gilardii","0.654302105263158"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Veillonella dispar","6.50744647577092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tessaracoccus aquimaris","0.468146480686695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roseomonas haemaphysalidis","0.447848421052632"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Veillonella nakazawae","11.5834318942731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tessaracoccus defluvii","0.719497038626609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roseomonas mucosa","1.30099368421053"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Veillonella parvula","6.66415546255507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tessaracoccus flavescens","3.17586836909871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rothia aeria","4.60576052631579"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Veillonella rodentium","0.883644889867841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tessaracoccus flavus","10.8205571244635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rothia amarae","1.76355157894737"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Verminephrobacter eiseniae","0.418387136563877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tessaracoccus lapidicaptus","2.25095412017167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rothia dentocariosa","10.8954647368421"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vibrio rumoiensis","0.567169779735683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tessaracoccus timonensis","0.535681416309013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rothia nasimurium","2.72771473684211"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vitreoscilla filiformis","0.748436299559471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tetrapisispora blattae","0.814872832618026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rothia terrae","1.38069421052632"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Weissella confusa","0.291799295154185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tetrapisispora phaffii","0.956998969957082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ruania suaedae","0.184671578947368"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Weizmannia coagulans","2.67673625550661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thauera aromatica","0.466726738197425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ruania zhangjianzhongii","0.246962631578947"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthobacter dioxanivorans","1.02775511013216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thauera chlorobenzoica","0.362038497854077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubrobacter xylanophilus","0.473684210526316"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas arboricola","0.355052114537445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thauera humireducens","0.688432403433476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rugosibacter aromaticivorans","0.159370526315789"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas campestris","37.1687536563877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thermoanaerobacterium thermosaccharolyticum","1.35569896995708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ruminococcus bovis","1.02797368421053"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas citri","0.247918942731278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thermoleptolyngbya sichuanensis","1.12015115879828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saccharomyces cerevisiae","2.47240315789474"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas euroxanthea","0.397935462555066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thermomonas aquatica","1.64350849785408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saccharopolyspora erythraea","0.225294210526316"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas euvesicatoria","0.253160308370044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thermomonas brevis","2.02047025751073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saccharothrix syringae","0.227120526315789"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas fragariae","0.497318193832599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thermus aquaticus","0.65987678111588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salinicoccus halodurans","0.589665263157895"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas hortorum","0.959423744493392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thermus caldilimi","0.989125064377682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmonella enterica","0.116054736842105"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas hyacinthi","0.291527268722467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thermus parvatiensis","0.613355364806867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sanguibacter keddieii","0.792964210526316"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas hydrangeae","0.328696230491189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thioalkalivibrio sulfidiphilus","2.43387669527897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scandinavium goeteborgense","0.164512631578947"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas prunicola","0.382912731277533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thiopseudomonas alkaliphila","5.79107403433476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scardovia inopinata","0.263220526315789"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xanthomonas vesicatoria","0.252666343612335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tistrella mobilis","1.4283378111588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schaalia cardiffensis","0.243895789473684"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xylophilus rhododendri","1.44622810572687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trichormus variabilis","4.65059746781116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schaalia meyeri","3.67990105263158"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zygosaccharomyces rouxii","5.82999334801762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Truepera radiovictrix","5.39038141630901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scheffersomyces stipitis","1.17199684210526"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zygotorulaspora mrakii","0.868387797356828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tsukamurella paurometabola","0.358711974248927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schizosaccharomyces pombe","2.95605315789474"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zymomonas mobilis","0.996097533039648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tsuneonella dongtanensis","1.77608652360515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sedimenticola thiotaurini","0.178548947368421"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Mycobacterium] stephanolepidis","0.299130440528634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undibacterium parvum","0.959679570815451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sediminicoccus rosea","0.282121578947368"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Ruminococcus] gnavus","3.8688545814978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ustilago maydis","1.23673944206009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serinicoccus hydrothermalis","1.14065578947368"
