"","Liver","Heart","Bladder","Colon","Testis","Stomach","microbiomes"
"Velvet tobacco mottle virus Satellite RNA",0,0,0,0,0,0,"Velvet tobacco mottle virus Satellite RNA"
"Venatorbacter cucullus",0,0,0,0,0,0,"Venatorbacter cucullus"
"Vendettavirus tzgordon",0,0,0,0,0,0,"Vendettavirus tzgordon"
"Vendettavirus vendetta",0,0,0,0,0,0,"Vendettavirus vendetta"
"Venezuelan equine encephalitis virus",0,0,0,0,0,0,"Venezuelan equine encephalitis virus"
"Vequintavirus APECc02",0,0,0,0,0,0,"Vequintavirus APECc02"
"Vequintavirus FFH2",0,0,0,0,0,0,"Vequintavirus FFH2"
"Vequintavirus FV3",0,0,0,0,0,0,"Vequintavirus FV3"
"Vequintavirus JES2013",0,0,0,0,0,0,"Vequintavirus JES2013"
"Vequintavirus V18",0,0,0,0,0,0,"Vequintavirus V18"
"Vequintavirus V5",0,0,0,0,0,0,"Vequintavirus V5"
"Vequintavirus murica",0,0,0,0,0,0,"Vequintavirus murica"
"Vequintavirus slur16",0,0,0,0,0,0,"Vequintavirus slur16"
"Veracruzvirus BTCU1",0,0,0,0,0,0,"Veracruzvirus BTCU1"
"Veracruzvirus MA5",0,0,0,0,0,0,"Veracruzvirus MA5"
"Veracruzvirus babyboy",0,0,0,0,0,0,"Veracruzvirus babyboy"
"Veracruzvirus heldan",0,0,0,0,0,0,"Veracruzvirus heldan"
"Veracruzvirus phantastic",0,0,0,0,0,0,"Veracruzvirus phantastic"
"Veracruzvirus pistachio",0,0,0,0,0,0,"Veracruzvirus pistachio"
"Veracruzvirus rockstar",0,0,0,0,0,0,"Veracruzvirus rockstar"
"Veracruzvirus veracruz",0,0,0,0,0,0,"Veracruzvirus veracruz"
"Veravirus septentrionalis",0,0,0,0,0,0,"Veravirus septentrionalis"
"Verbena mottle virus",0,0,0,0,0,0,"Verbena mottle virus"
"Verbena virus Y",0,0,0,0,0,0,"Verbena virus Y"
"Verbesina encelioides leaf curl alphasatellite",0,0,0,0,0,0,"Verbesina encelioides leaf curl alphasatellite"
"Verminephrobacter eiseniae",0,0,0,0,3.43425394049624e-06,0,"Verminephrobacter eiseniae"
"Vernonia crinkle betasatellite",0,0,0,0,0,0,"Vernonia crinkle betasatellite"
"Vernonia crinkle virus",0,0,0,0,0,0,"Vernonia crinkle virus"
"Vernonia yellow vein Fujian alphasatellite",0,0,0,0,0,0,"Vernonia yellow vein Fujian alphasatellite"
"Vernonia yellow vein Fujian betasatellite",0,0,0,0,0,0,"Vernonia yellow vein Fujian betasatellite"
"Vernonia yellow vein Fujian virus",0,0,0,0,0,0,"Vernonia yellow vein Fujian virus"
"Vernonia yellow vein betasatellite",0,0,0,0,0,0,"Vernonia yellow vein betasatellite"
"Vernonia yellow vein virus",0,0,0,0,0,0,"Vernonia yellow vein virus"
"Verrucomicrobia phage P8625",0,0,0,0,0,0,"Verrucomicrobia phage P8625"
"Versovirus VfO3K6",0,0,0,0,0,0,"Versovirus VfO3K6"
"Verticillium dahliae partitivirus 1",0,0,0,0,0,0,"Verticillium dahliae partitivirus 1"
"Vescimonas coprocola",0,0,0,0.000774476472175393,0,0,"Vescimonas coprocola"
"Vescimonas fastidiosa",0,0,0,0.000944803132303243,0,0,"Vescimonas fastidiosa"
"Vesicular exanthema of swine virus",0,0,0,0,0,0,"Vesicular exanthema of swine virus"
"Vesiculovirus alagoas",0,0,0,0,0,0,"Vesiculovirus alagoas"
"Vesiculovirus bogdanovac",0,0,0,0,0,0,"Vesiculovirus bogdanovac"
"Vesiculovirus carajas",0,0,0,0,0,0,"Vesiculovirus carajas"
"Vesiculovirus chandipura",0,0,0,0,0,0,"Vesiculovirus chandipura"
"Vesiculovirus cocal",0,0,0,0,0,0,"Vesiculovirus cocal"
"Vesiculovirus eptesicus",0,0,0,0,0,0,"Vesiculovirus eptesicus"
"Vesiculovirus indiana",0,0,0,0,0,0,"Vesiculovirus indiana"
"Vesiculovirus isfahan",0,0,0,0,0,0,"Vesiculovirus isfahan"
"Vesiculovirus jurona",0,0,0,0,0,0,"Vesiculovirus jurona"
"Vesiculovirus malpais",0,0,0,0,0,0,"Vesiculovirus malpais"
"Vesiculovirus maraba",0,0,0,0,0,0,"Vesiculovirus maraba"
"Vesiculovirus morreton",0,0,0,0,0,0,"Vesiculovirus morreton"
"Vesiculovirus newjersey",0,0,0,0,0,0,"Vesiculovirus newjersey"
"Vesiculovirus perinet",0,0,0,0,0,0,"Vesiculovirus perinet"
"Vesiculovirus piry",0,0,0,0,0,0,"Vesiculovirus piry"
"Vesiculovirus radi",0,0,0,0,0,0,"Vesiculovirus radi"
"Vesivirus ferret badger/JX12/China/2012",0,0,0,0,0,0,"Vesivirus ferret badger/JX12/China/2012"
"Vespertiliovirus C74",0,0,0,0,0,0,"Vespertiliovirus C74"
"Vespertiliovirus R8A2B",0,0,0,0,0,0,"Vespertiliovirus R8A2B"
"Vespertiliovirus SkV1CR23x",0,0,0,0,0,0,"Vespertiliovirus SkV1CR23x"
"Veterinaerplatzvirus vv12210I",0,0,0,0,0,0,"Veterinaerplatzvirus vv12210I"
"Vhmlvirus VHML",0,0,0,0,0,0,"Vhmlvirus VHML"
"Vhmlvirus VP585",0,0,0,0,0,0,"Vhmlvirus VP585"
"Vhmlvirus mar",0,0,0,0,0,0,"Vhmlvirus mar"
"Vhulanivirus Shpa",0,0,0,0,0,0,"Vhulanivirus Shpa"
"Vibakivirus vibaki",0,0,0,0,0,0,"Vibakivirus vibaki"
"Vibrio alfacsensis",0,0,0,0,0,0,"Vibrio alfacsensis"
"Vibrio algicola",0,0,0,0,0,0,"Vibrio algicola"
"Vibrio alginolyticus",0,0,0,0,0,0,"Vibrio alginolyticus"
"Vibrio antiquarius",0,0,0,0,0,0,"Vibrio antiquarius"
"Vibrio aphrogenes",0,0,0,0,0,0,"Vibrio aphrogenes"
"Vibrio aquimaris",0,0,0,0,0,0,"Vibrio aquimaris"
"Vibrio astriarenae",0,0,0,0,0,0,"Vibrio astriarenae"
"Vibrio atlanticus",0,0,0,0,0,0,"Vibrio atlanticus"
"Vibrio bathopelagicus",0,0,0,0,0,0,"Vibrio bathopelagicus"
"Vibrio campbellii",0,0,0,0,0,0,"Vibrio campbellii"
"Vibrio cholerae",0,0,0,0,0,0,"Vibrio cholerae"
"Vibrio cyclitrophicus",0,0,0,0,0,0,"Vibrio cyclitrophicus"
"Vibrio fluvialis",0,0,0,0,0,0,"Vibrio fluvialis"
"Vibrio furnissii",0,0,0,0,0,0,"Vibrio furnissii"
"Vibrio gazogenes",0,0,0,0,0,0,"Vibrio gazogenes"
"Vibrio gigantis",0,0,0,0,0,0,"Vibrio gigantis"
"Vibrio harveyi",0,0,0,0,0,0,"Vibrio harveyi"
"Vibrio japonicus",8.85739408194189e-05,0,0,0,0,0,"Vibrio japonicus"
"Vibrio jasicida",0,0,0,0,0,0,"Vibrio jasicida"
"Vibrio kanaloae",0,0,0,0,0,0,"Vibrio kanaloae"
"Vibrio metschnikovii",0,0,0,0,0,0,"Vibrio metschnikovii"
"Vibrio natriegens",0,0,0,0,0,0,"Vibrio natriegens"
"Vibrio owensii",0,0,0,0,0,0,"Vibrio owensii"
"Vibrio panuliri",0,0,0,0,0,0,"Vibrio panuliri"
"Vibrio parahaemolyticus",0,0,0,0,0,0,"Vibrio parahaemolyticus"
"Vibrio pelagius",0,0,0,0,0,0,"Vibrio pelagius"
"Vibrio penaeicida",0,0,0,0,0,0,"Vibrio penaeicida"
"Vibrio phage 11895-B1",0,0,0,0,0,0,"Vibrio phage 11895-B1"
"Vibrio phage CHOED",0,0,0,0,0,0,"Vibrio phage CHOED"
"Vibrio phage CP-T1",0,0,0,0,0,0,"Vibrio phage CP-T1"
"Vibrio phage ICP1",0,0,0,0,0,0,"Vibrio phage ICP1"
"Vibrio phage ICP2_2013_A_Haiti",0,0,0,0,0,0,"Vibrio phage ICP2_2013_A_Haiti"
"Vibrio phage JSF3",0,0,0,0,0,0,"Vibrio phage JSF3"
"Vibrio phage PVA1",0,0,0,0,0,0,"Vibrio phage PVA1"
"Vibrio phage PWH3a-P1",0,0,0,0,0,0,"Vibrio phage PWH3a-P1"
"Vibrio phage QH",0,0,0,0,0,0,"Vibrio phage QH"
"Vibrio phage SHOU24",0,0,0,0,0,0,"Vibrio phage SHOU24"
"Vibrio phage SIO-2",0,0,0,0,0,0,"Vibrio phage SIO-2"
"Vibrio phage VBM1",0,0,0,0,0,0,"Vibrio phage VBM1"
"Vibrio phage VPMS1",0,0,0,0,0,0,"Vibrio phage VPMS1"
"Vibrio phage VPUSM 8",0,0,0,0,0,0,"Vibrio phage VPUSM 8"
"Vibrio phage VpKK5",0,0,0,0,0,0,"Vibrio phage VpKK5"
"Vibrio phage VvAW1",0,0,0,0,0,0,"Vibrio phage VvAW1"
"Vibrio phage X29",0,0,0,0,0,0,"Vibrio phage X29"
"Vibrio phage douglas 12A4",0,0,0,0,0,0,"Vibrio phage douglas 12A4"
"Vibrio phage eugene 12A10",0,0,0,0,0,0,"Vibrio phage eugene 12A10"
"Vibrio phage helene 12B3",0,0,0,0,0,0,"Vibrio phage helene 12B3"
"Vibrio phage henriette 12B8",0,0,0,0,0,0,"Vibrio phage henriette 12B8"
"Vibrio phage martha 12B12",0,0,0,0,0,0,"Vibrio phage martha 12B12"
"Vibrio phage pYD21-A",0,0,0,0,0,0,"Vibrio phage pYD21-A"
"Vibrio phage pYD38-B",0,0,0,0,0,0,"Vibrio phage pYD38-B"
"Vibrio phage vB_VchM-138",0,0,0,0,0,0,"Vibrio phage vB_VchM-138"
"Vibrio ponticus",0,0,0,0,0,0,"Vibrio ponticus"
"Vibrio qinghaiensis",0,0,0,0,0,0,"Vibrio qinghaiensis"
"Vibrio rotiferianus",0,0,0,0,0,0,"Vibrio rotiferianus"
"Vibrio rumoiensis",0,0,0,0,0,0,"Vibrio rumoiensis"
"Vibrio sinaloensis",0,0,0,0,0,0,"Vibrio sinaloensis"
"Vibrio spartinae",0,0,0,0,0,0,"Vibrio spartinae"
"Vibrio splendidus",0,0,0,0,0,0,"Vibrio splendidus"
"Vibrio taketomensis",0,0,0,0,0,0,"Vibrio taketomensis"
"Vibrio tapetis",0,0,0,0,0,0,"Vibrio tapetis"
"Vibrio tritonius",0,0,0,0,0,0,"Vibrio tritonius"
"Vibrio tubiashii",0,0,0,0,0,0,"Vibrio tubiashii"
"Vibrio vulnificus",0,0,0,0,0,0,"Vibrio vulnificus"
"Vibrio zhugei",0,0,0,0,0,0,"Vibrio zhugei"
"Vibrio ziniensis",0,0,0,0,0,0,"Vibrio ziniensis"
"Vicia cryptic virus",0,0,0,0,0,0,"Vicia cryptic virus"
"Vicia faba alphaendornavirus",0,0,0,0,0,0,"Vicia faba alphaendornavirus"
"Vicialiavirus VCY",0,0,0,0,0,0,"Vicialiavirus VCY"
"Vicoquintavirus Pvco5",0,0,0,0,0,0,"Vicoquintavirus Pvco5"
"Vicosavirus NV1",0,0,0,0,0,0,"Vicosavirus NV1"
"Vicosavirus UFVP2",0,0,0,0,0,0,"Vicosavirus UFVP2"
"Victorian trout aquabirnavirus",0,0,0,0,0,0,"Victorian trout aquabirnavirus"
"Vidquintavirus Vid5",0,0,0,0,0,0,"Vidquintavirus Vid5"
"Vientovirus",0,0,0,0,0,0,"Vientovirus"
"Vieuvirus B1251",0,0,0,0,0,0,"Vieuvirus B1251"
"Vieuvirus R3177",0,0,0,0,0,0,"Vieuvirus R3177"
"Vigna yellow mosaic virus",0,0,0,0,0,0,"Vigna yellow mosaic virus"
"Villovirus Vf33",0,0,0,0,0,0,"Villovirus Vf33"
"Vilniusvirus NBD2",0,0,0,0,0,0,"Vilniusvirus NBD2"
"Vimunumvirus ST147VIM1phi71",0,0,0,0,0,0,"Vimunumvirus ST147VIM1phi71"
"Vinca leaf curl virus",0,0,0,0,0,0,"Vinca leaf curl virus"
"Viola phlebovirus",0,0,0,0,0,0,"Viola phlebovirus"
"Vipetofemvirus nattely",0,0,0,0,0,0,"Vipetofemvirus nattely"
"Vipetofemvirus vipetofem",0,0,0,0,0,0,"Vipetofemvirus vipetofem"
"Vipivirus canadense",0,0,0,0,0,0,"Vipivirus canadense"
"Vipunavirus pVp1",0,0,0,0,0,0,"Vipunavirus pVp1"
"Virgibacillus dokdonensis",0,0,0,0,0,0,"Virgibacillus dokdonensis"
"Virgibacillus halodenitrificans",0,0,0,0,0,0,"Virgibacillus halodenitrificans"
"Virgibacillus necropolis",0,0,0,0,0,0,"Virgibacillus necropolis"
"Virgibacillus pantothenticus",0,0,0,0,0,0,"Virgibacillus pantothenticus"
"Virgibacillus phasianinus",0,0,0,0,0,0,"Virgibacillus phasianinus"
"Visna-maedi virus",0,0,0,0,0,0,"Visna-maedi virus"
"Vitreoscilla filiformis",0,0,0,0.000172139277502526,1.39941697412181e-05,0,"Vitreoscilla filiformis"
"Vitreoscilla stercoraria",0,0,0,0,0,0,"Vitreoscilla stercoraria"
"Vividuovirus ailee",0,0,0,0,0,0,"Vividuovirus ailee"
"Vividuovirus angelicage",0,0,0,0,0,0,"Vividuovirus angelicage"
"Vividuovirus barsten",0,0,0,0,0,0,"Vividuovirus barsten"
"Vividuovirus bibwit",0,0,0,0,0,0,"Vividuovirus bibwit"
"Vividuovirus brandonk123",0,0,0,0,0,0,"Vividuovirus brandonk123"
"Vividuovirus fosterous",0,0,0,0,0,0,"Vividuovirus fosterous"
"Vividuovirus galadriel",0,0,0,0,0,0,"Vividuovirus galadriel"
"Vividuovirus geodirt",0,0,0,0,0,0,"Vividuovirus geodirt"
"Vividuovirus jabberwocky",0,0,0,0,0,0,"Vividuovirus jabberwocky"
"Vividuovirus keitabear",0,0,0,0,0,0,"Vividuovirus keitabear"
"Vividuovirus love",0,0,0,0,0,0,"Vividuovirus love"
"Vividuovirus mckinley",0,0,0,0,0,0,"Vividuovirus mckinley"
"Vividuovirus nordenberg",0,0,0,0,0,0,"Vividuovirus nordenberg"
"Vividuovirus paries",0,0,0,0,0,0,"Vividuovirus paries"
"Vividuovirus rofo",0,0,0,0,0,0,"Vividuovirus rofo"
"Vividuovirus stultus",0,0,0,0,0,0,"Vividuovirus stultus"
"Vividuovirus tangent",0,0,0,0,0,0,"Vividuovirus tangent"
"Vividuovirus vivi2",0,0,0,0,0,0,"Vividuovirus vivi2"
"Voetvirus syn5",0,0,0,0,0,0,"Voetvirus syn5"
"Volepox virus",0,0,0,0,0,0,"Volepox virus"
"Vombatid gammaherpesvirus 1",0,0,0,0,0,0,"Vombatid gammaherpesvirus 1"
"Votkovvirus S28C10",0,0,0,0,0,0,"Votkovvirus S28C10"
"Vulcanisaeta distributa",0,0,0,0,0,0,"Vulcanisaeta distributa"
"Vulcanisaeta moutnovskia",0,0,0,0,0,0,"Vulcanisaeta moutnovskia"
"Vulcanisaeta souniana",0,0,0,0,0,0,"Vulcanisaeta souniana"
"Vulgatibacter incomptus",9.24214050450978e-05,0,0,0,1.58366575715101e-05,5.42556650109397e-05,"Vulgatibacter incomptus"
"Vulnificusvirus PV94",0,0,0,0,0,0,"Vulnificusvirus PV94"
"Wabat virus",0,0,0,0,0,0,"Wabat virus"
"Wad Medani virus",0,0,0,0,0,0,"Wad Medani virus"
"Waddlia chondrophila",0,0,0,0,0,0,"Waddlia chondrophila"
"Wadgaonvirus wv5004651",0,0,0,0,0,0,"Wadgaonvirus wv5004651"
"Waedenswilvirus S6",0,0,0,0,0,0,"Waedenswilvirus S6"
"Waewaevirus limezero",0,0,0,0,0,0,"Waewaevirus limezero"
"Waikavirus BnRV1",0,0,0,0,0,0,"Waikavirus BnRV1"
"Wallal virus",0,0,0,0,0,0,"Wallal virus"
"Wallerfield virus",0,0,0,0,0,0,"Wallerfield virus"
"Walleye dermal sarcoma virus",0,0,0,0,0,0,"Walleye dermal sarcoma virus"
"Wanchaivirus HK106",0,0,0,0,0,0,"Wanchaivirus HK106"
"Wanchaivirus mEp234",0,0,0,0,0,0,"Wanchaivirus mEp234"
"Wanderervirus wanderer",0,0,0,0,0,0,"Wanderervirus wanderer"
"Wanjuvirus PP2",0,0,0,0,0,0,"Wanjuvirus PP2"
"Wanjuvirus arno160",0,0,0,0,0,0,"Wanjuvirus arno160"
"Wansuia hejianensis",0,0,0,0.00419342337678335,5.49107068774375e-06,0,"Wansuia hejianensis"
"Warrego virus",0,0,0,0,0,0,"Warrego virus"
"Warsawvirus 3MF5",0,0,0,0,0,0,"Warsawvirus 3MF5"
"Warwickvirus JK16",0,0,0,0,0,0,"Warwickvirus JK16"
"Warwickvirus SECphi27",0,0,0,0,0,0,"Warwickvirus SECphi27"
"Warwickvirus SLUR29",0,0,0,0,0,0,"Warwickvirus SLUR29"
"Warwickvirus atuna",0,0,0,0,0,0,"Warwickvirus atuna"
"Warwickvirus mar001J1",0,0,0,0,0,0,"Warwickvirus mar001J1"
"Warwickvirus swan01",0,0,0,0,0,0,"Warwickvirus swan01"
"Warwickvirus tiwna",0,0,0,0,0,0,"Warwickvirus tiwna"
"Warwickvirus tonijn",0,0,0,0,0,0,"Warwickvirus tonijn"
"Warwickvirus tonn",0,0,0,0,0,0,"Warwickvirus tonn"
"Warwickvirus tonnikala",0,0,0,0,0,0,"Warwickvirus tonnikala"
"Warwickvirus tunus",0,0,0,0,0,0,"Warwickvirus tunus"
"Warwickvirus wv95",0,0,0,0,0,0,"Warwickvirus wv95"
"Wasabi mottle virus",0,0,0,0,0,0,"Wasabi mottle virus"
"Washington bat picornavirus",0,0,0,0,0,0,"Washington bat picornavirus"
"Watanabevirus wv3521",0,0,0,0,0,0,"Watanabevirus wv3521"
"Water beetle associated circular virus 1",0,0,0,0,0,0,"Water beetle associated circular virus 1"
"Water chestnut soymovirus 1",0,0,0,0,0,0,"Water chestnut soymovirus 1"
"Watermelon bud necrosis orthotospovirus",0,0,0,0,0,0,"Watermelon bud necrosis orthotospovirus"
"Watermelon chlorotic stunt virus",0,0,0,0,0,0,"Watermelon chlorotic stunt virus"
"Watermelon mosaic virus",0,0,0,0,0,0,"Watermelon mosaic virus"
"Watermelon silver mottle orthotospovirus",0,0,0,0,0,0,"Watermelon silver mottle orthotospovirus"
"Watermelon virus A",0,0,0,0,0,0,"Watermelon virus A"
"Waukeshavirus BMBtp3",0,0,0,0,0,0,"Waukeshavirus BMBtp3"
"Waukeshavirus waukesha92",0,0,0,0,0,0,"Waukeshavirus waukesha92"
"Wbetavirus wbeta",0,0,0,0,0,0,"Wbetavirus wbeta"
"Weaselvirus weasel",0,0,0,0,0,0,"Weaselvirus weasel"
"Webervirus FZ10",0,0,0,0,0,0,"Webervirus FZ10"
"Webervirus GHK3",0,0,0,0,0,0,"Webervirus GHK3"
"Webervirus IMGroot",0,0,0,0,0,0,"Webervirus IMGroot"
"Webervirus KL",0,0,0,0,0,0,"Webervirus KL"
"Webervirus KLPN1",0,0,0,0,0,0,"Webervirus KLPN1"
"Webervirus KLPPOU149",0,0,0,0,0,0,"Webervirus KLPPOU149"
"Webervirus KOX1",0,0,0,0,0,0,"Webervirus KOX1"
"Webervirus KP1801",0,0,0,0,0,0,"Webervirus KP1801"
"Webervirus KP36",0,0,0,0,0,0,"Webervirus KP36"
"Webervirus KpCol1",0,0,0,0,0,0,"Webervirus KpCol1"
"Webervirus KpKT21phi1",0,0,0,0,0,0,"Webervirus KpKT21phi1"
"Webervirus KpNIH2",0,0,0,0,0,0,"Webervirus KpNIH2"
"Webervirus KpV522",0,0,0,0,0,0,"Webervirus KpV522"
"Webervirus N141",0,0,0,0,0,0,"Webervirus N141"
"Webervirus NJS1",0,0,0,0,0,0,"Webervirus NJS1"
"Webervirus PKP126",0,0,0,0,0,0,"Webervirus PKP126"
"Webervirus TAH8",0,0,0,0,0,0,"Webervirus TAH8"
"Webervirus TSK1",0,0,0,0,0,0,"Webervirus TSK1"
"Webervirus alina",0,0,0,0,0,0,"Webervirus alina"
"Webervirus call",0,0,0,0,0,0,"Webervirus call"
"Webervirus domnhall",0,0,0,0,0,0,"Webervirus domnhall"
"Webervirus mezzogao",0,0,0,0,0,0,"Webervirus mezzogao"
"Webervirus segescirculi",0,0,0,0,0,0,"Webervirus segescirculi"
"Webervirus shelby",0,0,0,0,0,0,"Webervirus shelby"
"Webervirus sin4",0,0,0,0,0,0,"Webervirus sin4"
"Webervirus skenny",0,0,0,0,0,0,"Webervirus skenny"
"Webervirus sushi",0,0,0,0,0,0,"Webervirus sushi"
"Webervirus sweeny",0,0,0,0,0,0,"Webervirus sweeny"
"Webervirus wv13",0,0,0,0,0,0,"Webervirus wv13"
"Webervirus wv1513",0,0,0,0,0,0,"Webervirus wv1513"
"Weeksella virosa",0,0,0,0,0,0,"Weeksella virosa"
"Weissella ceti",0,0,0,0,4.04543835060863e-06,0,"Weissella ceti"
"Weissella cibaria",0,0,0,0,0,0,"Weissella cibaria"
"Weissella coleopterorum",0,0,0,0,0,0,"Weissella coleopterorum"
"Weissella confusa",0,0,0,0,0,0,"Weissella confusa"
"Weissella diestrammenae",0,0,0,0,0,0,"Weissella diestrammenae"
"Weissella jogaejeotgali",0,0,0,0,0,0,"Weissella jogaejeotgali"
"Weissella koreensis",0,0,0,0,0,0,"Weissella koreensis"
"Weissella phage WCP30",0,0,0,0,0,0,"Weissella phage WCP30"
"Weissella phage phiYS61",0,0,0,0,0,0,"Weissella phage phiYS61"
"Weissella soli",0,0,0,0,0,0,"Weissella soli"
"Weizmannia coagulans",0,5.55028268709773e-06,0,0,5.5255944049769e-06,0,"Weizmannia coagulans"
"Wellingtonvirus wellington",0,0,0,0,0,0,"Wellingtonvirus wellington"
"Wencheng Sm shrew coronavirus",0,0,0,0,0,0,"Wencheng Sm shrew coronavirus"
"Wenling chuvirus-like virus 1",0,0,0,0,0,0,"Wenling chuvirus-like virus 1"
"Wenling chuvirus-like virus 2",0,0,0,0,0,0,"Wenling chuvirus-like virus 2"
"Wenling crustacean virus 1",0,0,0,0,0,0,"Wenling crustacean virus 1"
"Wenling crustacean virus 2",0,0,0,0,0,0,"Wenling crustacean virus 2"
"Wenling crustacean virus 3",0,0,0,0,0,0,"Wenling crustacean virus 3"
"Wenling crustacean virus 4",0,0,0,0,0,0,"Wenling crustacean virus 4"
"Wenling crustacean virus 5",0,0,0,0,0,0,"Wenling crustacean virus 5"
"Wenling crustacean virus 6",0,0,0,0,0,0,"Wenling crustacean virus 6"
"Wenling hepe-like virus 1",0,0,0,0,0,0,"Wenling hepe-like virus 1"
"Wenling hepe-like virus 2",0,0,0,0,0,0,"Wenling hepe-like virus 2"
"Wenling hepe-like virus 3",0,0,0,0,0,0,"Wenling hepe-like virus 3"
"Wenling hepe-like virus 4",0,0,0,0,0,0,"Wenling hepe-like virus 4"
"Wenling narna-like virus 1",0,0,0,0,0,0,"Wenling narna-like virus 1"
"Wenling narna-like virus 2",0,0,0,0,0,0,"Wenling narna-like virus 2"
"Wenling narna-like virus 3",0,0,0,0,0,0,"Wenling narna-like virus 3"
"Wenling narna-like virus 4",0,0,0,0,0,0,"Wenling narna-like virus 4"
"Wenling narna-like virus 5",0,0,0,0,0,0,"Wenling narna-like virus 5"
"Wenling narna-like virus 7",0,0,0,0,0,0,"Wenling narna-like virus 7"
"Wenling narna-like virus 9",0,0,0,0,0,0,"Wenling narna-like virus 9"
"Wenling picorna-like virus 1",0,0,0,0,0,0,"Wenling picorna-like virus 1"
"Wenling picorna-like virus 2",0,0,0,0,0,0,"Wenling picorna-like virus 2"
"Wenling picorna-like virus 3",0,0,0,0,0,0,"Wenling picorna-like virus 3"
"Wenling picorna-like virus 4",0,0,0,0,0,0,"Wenling picorna-like virus 4"
"Wenling picorna-like virus 5",0,0,0,0,0,0,"Wenling picorna-like virus 5"
"Wenling picorna-like virus 6",0,0,0,0,0,0,"Wenling picorna-like virus 6"
"Wenling picorna-like virus 7",0,0,0,0,0,0,"Wenling picorna-like virus 7"
"Wenling picorna-like virus 8",0,0,0,0,0,0,"Wenling picorna-like virus 8"
"Wenling picorna-like virus 9",0,0,0,0,0,0,"Wenling picorna-like virus 9"
"Wenling shark virus",0,0,0,0,0,0,"Wenling shark virus"
"Wenling sobemo-like virus 1",0,0,0,0,0,0,"Wenling sobemo-like virus 1"
"Wenling sobemo-like virus 2",0,0,0,0,0,0,"Wenling sobemo-like virus 2"
"Wenling toga-like virus",0,0,0,0,0,0,"Wenling toga-like virus"
"Wenling tombus-like virus 1",0,0,0,0,0,0,"Wenling tombus-like virus 1"
"Wenling tombus-like virus 2",0,0,0,0,0,0,"Wenling tombus-like virus 2"
"Wenling tombus-like virus 3",0,0,0,0,0,0,"Wenling tombus-like virus 3"
"Wenling tombus-like virus 4",0,0,0,0,0,0,"Wenling tombus-like virus 4"
"Wenling tombus-like virus 5",0,0,0,0,0,0,"Wenling tombus-like virus 5"
"Wenling toti-like virus 2",0,0,0,0,0,0,"Wenling toti-like virus 2"
"Wenling zhaovirus-like virus 1",0,0,0,0,0,0,"Wenling zhaovirus-like virus 1"
"Wenyingzhuangia fucanilytica",0,0,0,0,0,0,"Wenyingzhuangia fucanilytica"
"Wenzhou bivalvia virus 1",0,0,0,0,0,0,"Wenzhou bivalvia virus 1"
"Wenzhou bivalvia virus 2",0,0,0,0,0,0,"Wenzhou bivalvia virus 2"
"Wenzhou bivalvia virus 3",0,0,0,0,0,0,"Wenzhou bivalvia virus 3"
"Wenzhou channeled applesnail virus 1",0,0,0,0,0,0,"Wenzhou channeled applesnail virus 1"
"Wenzhou channeled applesnail virus 2",0,0,0,0,0,0,"Wenzhou channeled applesnail virus 2"
"Wenzhou channeled applesnail virus 3",0,0,0,0,0,0,"Wenzhou channeled applesnail virus 3"
"Wenzhou crab virus 4",0,0,0,0,0,0,"Wenzhou crab virus 4"
"Wenzhou crab virus 5",0,0,0,0,0,0,"Wenzhou crab virus 5"
"Wenzhou gastropodes virus 1",0,0,0,0,0,0,"Wenzhou gastropodes virus 1"
"Wenzhou gastropodes virus 2",0,0,0,0,0,0,"Wenzhou gastropodes virus 2"
"Wenzhou hepe-like virus 1",0,0,0,0,0,0,"Wenzhou hepe-like virus 1"
"Wenzhou hepe-like virus 2",0,0,0,0,0,0,"Wenzhou hepe-like virus 2"
"Wenzhou mammarenavirus",0,0,0,0,0,0,"Wenzhou mammarenavirus"
"Wenzhou narna-like virus 2",0,0,0,0,0,0,"Wenzhou narna-like virus 2"
"Wenzhou narna-like virus 3",0,0,0,0,0,0,"Wenzhou narna-like virus 3"
"Wenzhou narna-like virus 4",0,0,0,0,0,0,"Wenzhou narna-like virus 4"
"Wenzhou narna-like virus 5",0,0,0,0,0,0,"Wenzhou narna-like virus 5"
"Wenzhou narna-like virus 7",0,0,0,0,0,0,"Wenzhou narna-like virus 7"
"Wenzhou narna-like virus 8",0,0,0,0,0,0,"Wenzhou narna-like virus 8"
"Wenzhou narna-like virus 9",0,0,0,0,0,0,"Wenzhou narna-like virus 9"
"Wenzhou orthonairovirus",0,0,0,0,0,0,"Wenzhou orthonairovirus"
"Wenzhou picorna-like virus 1",0,0,0,0,0,0,"Wenzhou picorna-like virus 1"
"Wenzhou picorna-like virus 10",0,0,0,0,0,0,"Wenzhou picorna-like virus 10"
"Wenzhou picorna-like virus 11",0,0,0,0,0,0,"Wenzhou picorna-like virus 11"
"Wenzhou picorna-like virus 12",0,0,0,0,0,0,"Wenzhou picorna-like virus 12"
"Wenzhou picorna-like virus 13",0,0,0,0,0,0,"Wenzhou picorna-like virus 13"
"Wenzhou picorna-like virus 14",0,0,0,0,0,0,"Wenzhou picorna-like virus 14"
"Wenzhou picorna-like virus 15",0,0,0,0,0,0,"Wenzhou picorna-like virus 15"
"Wenzhou picorna-like virus 16",0,0,0,0,0,0,"Wenzhou picorna-like virus 16"
