Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Broker_name,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,Experimental_Factor:_individual (exp),Experimental_Factor:_organism_part (exp),External_Id,Individual,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism_part,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_Name,specimen_with_known_storage_state,SRA Study,Submitter_Id
ERR315483,RNA-Seq,202,1828536926,PRJEB4337,SAMEA2145240,ArrayExpress,755108808,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,sra,realign,run.realign.summary,fastq,geo.fc","gs,ena,ncbi,s3","s3.us-east-1,ena,ncbi.public,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288627,V199,thyroid,SAMEA2145240,V199,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V199,PAIRED,cDNA,TRANSCRIPTOMIC,thyroid,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:29:00Z,2,SAMEA2145240,E-MTAB-1733:thyroid_5d,frozen specimen,ERP003613,E-MTAB-1733:thyroid_5d
ERR315484,RNA-Seq,202,6409162252,PRJEB4337,SAMEA2142348,ArrayExpress,4793777812,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,geo.fc,sra,realign,run.zq,run.realign.summary","ncbi,gs,s3,ena","ena,ncbi.public,s3.us-east-1,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288575,V14,colon,SAMEA2142348,V14,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:19Z,public,Illumina HiSeq 2000,V14,PAIRED,cDNA,TRANSCRIPTOMIC,colon,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:43:00Z,2,SAMEA2142348,E-MTAB-1733:colon_c,frozen specimen,ERP003613,E-MTAB-1733:colon_c
ERR315485,RNA-Seq,202,3168253446,PRJEB4337,SAMEA2154405,ArrayExpress,1486348998,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,realign,sra,fastq,run.realign.summary,run.zq","gs,ncbi,ena,s3","ncbi.public,gs.US,s3.us-east-1,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288516,V91,stomach,SAMEA2154405,V91,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:41Z,public,Illumina HiSeq 2000,V91,PAIRED,cDNA,TRANSCRIPTOMIC,stomach,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:33:00Z,2,SAMEA2154405,E-MTAB-1733:stomach_3b,frozen specimen,ERP003613,E-MTAB-1733:stomach_3b
ERR315486,RNA-Seq,202,3293977640,PRJEB4337,SAMEA2149004,ArrayExpress,1432135710,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,fastq,geo.fc,sra,realign,run.realign.summary","ncbi,gs,s3,ena","gs.US,s3.us-east-1,ncbi.public,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288609,V248,bone marrow,SAMEA2149004,V248,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V248,PAIRED,cDNA,TRANSCRIPTOMIC,bone marrow,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:35:00Z,2,SAMEA2149004,E-MTAB-1733:bonemarrow_6a,frozen specimen,ERP003613,E-MTAB-1733:bonemarrow_6a
ERR315487,RNA-Seq,202,2761147494,PRJEB4337,SAMEA2147920,ArrayExpress,1288027189,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,run.zq,run.realign.summary,fastq,sra,geo.fc","s3,ena,ncbi,gs","ena,s3.us-east-1,gs.US,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288531,V133,lung,SAMEA2147920,V133,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:41Z,public,Illumina HiSeq 2000,V133,PAIRED,cDNA,TRANSCRIPTOMIC,lung,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:37:00Z,2,SAMEA2147920,E-MTAB-1733:lung_4d,frozen specimen,ERP003613,E-MTAB-1733:lung_4d
ERR315488,RNA-Seq,202,2396652230,PRJEB4337,SAMEA2150385,ArrayExpress,1076538255,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,fastq,run.realign.summary,realign,run.zq,sra","ncbi,ena,gs,s3","gs.US,ena,s3.us-east-1,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288545,V164,lymph node,SAMEA2150385,V164,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:42Z,public,Illumina HiSeq 2000,V164,PAIRED,cDNA,TRANSCRIPTOMIC,lymph node,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:32:00Z,2,SAMEA2150385,E-MTAB-1733:lymphnode_4b,frozen specimen,ERP003613,E-MTAB-1733:lymphnode_4b
ERR315489,RNA-Seq,202,2726791536,PRJEB4337,SAMEA2158800,ArrayExpress,1176482597,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,geo.fc,run.realign.summary,sra,run.zq,realign","ena,s3,ncbi,gs","ena,gs.US,s3.us-east-1,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288510,V183,esophagus,SAMEA2158800,V183,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:29Z,public,Illumina HiSeq 2000,V183,PAIRED,cDNA,TRANSCRIPTOMIC,esophagus,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:33:00Z,2,SAMEA2158800,E-MTAB-1733:esophagus_5a,frozen specimen,ERP003613,E-MTAB-1733:esophagus_5a
ERR315490,RNA-Seq,202,1504005342,PRJEB4337,SAMEA2156099,ArrayExpress,630600154,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,realign,geo.fc,run.realign.summary,sra,run.zq","ncbi,ena,s3,gs","s3.us-east-1,ena,ncbi.public,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288506,V200,endometrium,SAMEA2156099,V200,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:42Z,public,Illumina HiSeq 2000,V200,PAIRED,cDNA,TRANSCRIPTOMIC,endometrium,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:28:00Z,2,SAMEA2156099,E-MTAB-1733:endometrium_5a,frozen specimen,ERP003613,E-MTAB-1733:endometrium_5a
ERR315491,RNA-Seq,202,1813556606,PRJEB4337,SAMEA2145240,ArrayExpress,745959338,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,sra,fastq,realign,geo.fc,run.realign.summary","ncbi,s3,ena,gs","ncbi.public,s3.us-east-1,ena,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288570,V199,thyroid,SAMEA2145240,V199,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V199,PAIRED,cDNA,TRANSCRIPTOMIC,thyroid,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:29:00Z,2,SAMEA2145240,E-MTAB-1733:thyroid_5d,frozen specimen,ERP003613,E-MTAB-1733:thyroid_5d
ERR315492,RNA-Seq,202,8976086544,PRJEB4337,SAMEA1968968,ArrayExpress,3948083744,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.realign.summary,fastq,geo.fc,sra,run.zq,realign","gs,ena,ncbi,s3","s3.us-east-1,gs.US,ena,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288638,V260,testis,SAMEA1968968,V260,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:22Z,public,Illumina HiSeq 2000,V260,PAIRED,cDNA,TRANSCRIPTOMIC,testis,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:52:00Z,2,SAMEA1968968,E-MTAB-1733:testis_7f,frozen specimen,ERP003613,E-MTAB-1733:testis_7f
ERR315493,RNA-Seq,202,2741927194,PRJEB4337,SAMEA1965299,ArrayExpress,1143814977,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,realign,geo.fc,sra,fastq,run.realign.summary","gs,s3,ena,ncbi","s3.us-east-1,ncbi.public,ena,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288603,V190,lymph node,SAMEA1965299,V190,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V190,PAIRED,cDNA,TRANSCRIPTOMIC,lymph node,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:37:00Z,2,SAMEA1965299,E-MTAB-1733:lymphnode_5a,frozen specimen,ERP003613,E-MTAB-1733:lymphnode_5a
ERR315325,RNA-Seq,202,2834445618,PRJEB4337,SAMEA2151887,ArrayExpress,1214274484,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"sra,run.realign.summary,run.zq,fastq,geo.fc,realign","s3,gs,ena,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288606,V238,salivary gland,SAMEA2151887,V238,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:41Z,public,Illumina HiSeq 2000,V238,PAIRED,cDNA,TRANSCRIPTOMIC,salivary gland,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:41:00Z,2,SAMEA2151887,E-MTAB-1733:salivarygland_6a,frozen specimen,ERP003613,E-MTAB-1733:salivarygland_6a
ERR315326,RNA-Seq,202,1774015914,PRJEB4337,SAMEA2155770,ArrayExpress,826908801,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,realign,sra,geo.fc,fastq,run.realign.summary","ncbi,s3,ena,gs","ena,s3.us-east-1,ncbi.public,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288491,V130,lung,SAMEA2155770,V130,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:41Z,public,Illumina HiSeq 2000,V130,PAIRED,cDNA,TRANSCRIPTOMIC,lung,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:33:00Z,2,SAMEA2155770,E-MTAB-1733:lung_4a,frozen specimen,ERP003613,E-MTAB-1733:lung_4a
ERR315332,RNA-Seq,202,4475346360,PRJEB4337,SAMEA2142680,ArrayExpress,3023048363,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,sra,realign,run.zq,run.realign.summary,fastq","s3,ena,ncbi,gs","ncbi.public,s3.us-east-1,gs.US,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288527,V1,adipose tissue,SAMEA2142680,V1,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:48Z,public,Illumina HiSeq 2000,V1,PAIRED,cDNA,TRANSCRIPTOMIC,adipose tissue,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:47:00Z,2,SAMEA2142680,E-MTAB-1733:fat_a,frozen specimen,ERP003613,E-MTAB-1733:fat_a
ERR315333,RNA-Seq,202,3470963374,PRJEB4337,SAMEA2163105,ArrayExpress,1518785784,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"sra,run.realign.summary,realign,run.zq,geo.fc,fastq","ena,ncbi,gs,s3","ncbi.public,gs.US,ena,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288540,V250,bone marrow,SAMEA2163105,V250,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:35Z,public,Illumina HiSeq 2000,V250,PAIRED,cDNA,TRANSCRIPTOMIC,bone marrow,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:43:00Z,2,SAMEA2163105,E-MTAB-1733:bonemarrow_6c,frozen specimen,ERP003613,E-MTAB-1733:bonemarrow_6c
ERR315334,RNA-Seq,202,1279870384,PRJEB4337,SAMEA2144335,ArrayExpress,553721432,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,geo.fc,sra,run.realign.summary,realign,run.zq","ena,ncbi,s3,gs","gs.US,s3.us-east-1,ena,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288528,V177,bladder,SAMEA2144335,V177,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:54Z,public,Illumina HiSeq 2000,V177,PAIRED,cDNA,TRANSCRIPTOMIC,bladder,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:32:00Z,2,SAMEA2144335,E-MTAB-1733:urinarybladder_5c,frozen specimen,ERP003613,E-MTAB-1733:urinarybladder_5c
ERR315345,RNA-Seq,202,1763680988,PRJEB4337,SAMEA2142670,ArrayExpress,834597459,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"sra,geo.fc,run.realign.summary,fastq,run.zq,realign","s3,ncbi,gs,ena","s3.us-east-1,gs.US,ena,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288559,V155,appendix,SAMEA2142670,V155,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:41Z,public,Illumina HiSeq 2000,V155,PAIRED,cDNA,TRANSCRIPTOMIC,appendix,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:34:00Z,2,SAMEA2142670,E-MTAB-1733:appendix_4b,frozen specimen,ERP003613,E-MTAB-1733:appendix_4b
ERR315346,RNA-Seq,202,5121676064,PRJEB4337,SAMEA2158569,ArrayExpress,2310198066,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.realign.summary,fastq,run.zq,geo.fc,sra,realign","ena,gs,s3,ncbi","ena,s3.us-east-1,gs.US,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288615,V80,lung,SAMEA2158569,V80,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:22Z,public,Illumina HiSeq 2000,V80,PAIRED,cDNA,TRANSCRIPTOMIC,lung,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:49:00Z,2,SAMEA2158569,E-MTAB-1733:lung_3e,frozen specimen,ERP003613,E-MTAB-1733:lung_3e
ERR315347,RNA-Seq,202,3028237146,PRJEB4337,SAMEA2163459,ArrayExpress,1302930239,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"sra,run.realign.summary,run.zq,realign,geo.fc,fastq","s3,ncbi,ena,gs","s3.us-east-1,ncbi.public,ena,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288587,V182,gall bladder,SAMEA2163459,V182,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V182,PAIRED,cDNA,TRANSCRIPTOMIC,gall bladder,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:41:00Z,2,SAMEA2163459,E-MTAB-1733:gallbladder_5b,frozen specimen,ERP003613,E-MTAB-1733:gallbladder_5b
ERR315349,RNA-Seq,202,1347897924,PRJEB4337,SAMEA2159912,ArrayExpress,581238443,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,run.zq,sra,fastq,geo.fc,run.realign.summary","gs,ena,s3,ncbi","ena,ncbi.public,s3.us-east-1,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288514,V179,gall bladder,SAMEA2159912,V179,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:48Z,public,Illumina HiSeq 2000,V179,PAIRED,cDNA,TRANSCRIPTOMIC,gall bladder,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:32:00Z,2,SAMEA2159912,E-MTAB-1733:gallbladder_5a,frozen specimen,ERP003613,E-MTAB-1733:gallbladder_5a
ERR315357,RNA-Seq,202,8582644882,PRJEB4337,SAMEA1968540,ArrayExpress,6679939318,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,sra,fastq,run.realign.summary,realign,geo.fc","ncbi,gs,ena,s3","s3.us-east-1,ena,ncbi.public,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288643,V11,colon,SAMEA1968540,V11,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V11,PAIRED,cDNA,TRANSCRIPTOMIC,colon,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:57:00Z,2,SAMEA1968540,E-MTAB-1733:colon_b,frozen specimen,ERP003613,E-MTAB-1733:colon_b
ERR315363,RNA-Seq,202,2408239556,PRJEB4337,SAMEA2144120,ArrayExpress,1001565160,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,run.realign.summary,sra,fastq,realign,geo.fc","s3,ncbi,ena,gs","gs.US,s3.us-east-1,ncbi.public,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288634,V198,thyroid,SAMEA2144120,V198,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:48Z,public,Illumina HiSeq 2000,V198,PAIRED,cDNA,TRANSCRIPTOMIC,thyroid,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:36:00Z,2,SAMEA2144120,E-MTAB-1733:thyroid_5c,frozen specimen,ERP003613,E-MTAB-1733:thyroid_5c
ERR315364,RNA-Seq,202,2149346054,PRJEB4337,SAMEA2153932,ArrayExpress,970021948,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,sra,run.zq,run.realign.summary,realign,geo.fc","s3,gs,ena,ncbi","ena,s3.us-east-1,gs.US,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288581,V152,small intestine,SAMEA2153932,V152,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:48Z,public,Illumina HiSeq 2000,V152,PAIRED,cDNA,TRANSCRIPTOMIC,small intestine,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:37:00Z,2,SAMEA2153932,E-MTAB-1733:smallintestine_4b,frozen specimen,ERP003613,E-MTAB-1733:smallintestine_4b
ERR315365,RNA-Seq,202,1796584970,PRJEB4337,SAMEA2159368,ArrayExpress,834376704,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,sra,run.zq,realign,run.realign.summary,geo.fc","ena,s3,ncbi,gs","ena,ncbi.public,s3.us-east-1,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288595,V129,prostate,SAMEA2159368,V129,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:20Z,public,Illumina HiSeq 2000,V129,PAIRED,cDNA,TRANSCRIPTOMIC,prostate,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:36:00Z,2,SAMEA2159368,E-MTAB-1733:prostate_4c,frozen specimen,ERP003613,E-MTAB-1733:prostate_4c
ERR315366,RNA-Seq,202,1768016918,PRJEB4337,SAMEA2142670,ArrayExpress,824805727,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.realign.summary,geo.fc,realign,fastq,run.zq,sra","s3,ena,ncbi,gs","ncbi.public,gs.US,s3.us-east-1,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288489,V155,appendix,SAMEA2142670,V155,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:41Z,public,Illumina HiSeq 2000,V155,PAIRED,cDNA,TRANSCRIPTOMIC,appendix,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:36:00Z,2,SAMEA2142670,E-MTAB-1733:appendix_4b,frozen specimen,ERP003613,E-MTAB-1733:appendix_4b
ERR315367,RNA-Seq,202,3099739086,PRJEB4337,SAMEA2159607,ArrayExpress,1336425597,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,geo.fc,fastq,sra,run.zq,run.realign.summary","ena,gs,s3,ncbi","gs.US,ena,s3.us-east-1,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288549,V237,heart,SAMEA2159607,V237,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V237,PAIRED,cDNA,TRANSCRIPTOMIC,heart,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:44:00Z,2,SAMEA2159607,E-MTAB-1733:heart_6b,frozen specimen,ERP003613,E-MTAB-1733:heart_6b
ERR315368,RNA-Seq,202,1754361516,PRJEB4337,SAMEA2155974,ArrayExpress,792377609,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,run.zq,run.realign.summary,realign,fastq,sra","ena,gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288505,V165,endometrium,SAMEA2155974,V165,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:29Z,public,Illumina HiSeq 2000,V165,PAIRED,cDNA,TRANSCRIPTOMIC,endometrium,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:35:00Z,2,SAMEA2155974,E-MTAB-1733:endometrium_4b,frozen specimen,ERP003613,E-MTAB-1733:endometrium_4b
ERR315369,RNA-Seq,202,3233007980,PRJEB4337,SAMEA2154405,ArrayExpress,1520431604,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.realign.summary,fastq,sra,geo.fc,run.zq,realign","gs,ncbi,ena,s3","s3.us-east-1,ena,ncbi.public,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288494,V91,stomach,SAMEA2154405,V91,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:41Z,public,Illumina HiSeq 2000,V91,PAIRED,cDNA,TRANSCRIPTOMIC,stomach,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:45:00Z,2,SAMEA2154405,E-MTAB-1733:stomach_3b,frozen specimen,ERP003613,E-MTAB-1733:stomach_3b
ERR315370,RNA-Seq,202,1138036690,PRJEB4337,SAMEA2161920,ArrayExpress,490248696,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,run.realign.summary,run.zq,realign,sra,geo.fc","ncbi,gs,s3,ena","ena,s3.us-east-1,ncbi.public,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288584,V176,bladder,SAMEA2161920,V176,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:19Z,public,Illumina HiSeq 2000,V176,PAIRED,cDNA,TRANSCRIPTOMIC,bladder,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:34:00Z,2,SAMEA2161920,E-MTAB-1733:urinarybladder_5b,frozen specimen,ERP003613,E-MTAB-1733:urinarybladder_5b
ERR315371,RNA-Seq,202,2291177122,PRJEB4337,SAMEA2149876,ArrayExpress,1035154237,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,fastq,run.realign.summary,run.zq,sra,geo.fc","ena,gs,s3,ncbi","ena,s3.us-east-1,ncbi.public,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288552,V157,lymph node,SAMEA2149876,V157,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:29Z,public,Illumina HiSeq 2000,V157,PAIRED,cDNA,TRANSCRIPTOMIC,lymph node,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:37:00Z,2,SAMEA2149876,E-MTAB-1733:lymphnode_4a,frozen specimen,ERP003613,E-MTAB-1733:lymphnode_4a
